,source,reference,translation,prediction
79,Guglielmi said it is unclear if the incident also occurred on July 27.,"Guglielmin mukaan on epäselvää, jos tapaus sattui myös 27. heinäkuuta.","Guglielmin mukaan on epäselvää, oliko uhri murhattu samana päivänä vai aiemmin.",0.35714285714285715
80,"""Roxxxy Gold has a personality which is matched as much as possible to your personality,"" the True Companion website enthuses.","""Roxxxy Gold on persoonallisuus, joka vastaa mahdollisimman paljon persoonallisuuttasi"", True Companion -sivusto intoilee.","”Roxxxy Goldin persoonallisuus mukautuu mahdollisimman täydellisesti käyttäjän persoonallisuuteen”, yhtiön verkkosivuilla mainostetaan.",0.1875
81,"Outdoor swim schools in Imatra are held together by the ""Liikunta yhdistää (Exercise brings people together)"" project and the town of Imatra.","Imatran uimakoulut järjestävät yhdessä ""Liikunta yhdistää (Exercise tuo ihmiset yhteen) -projektin ja Imatran kaupungin.",Imatran rantauimakoulun järjestävät yhteistyössä Liikunta yhdistää -hanke ja Imatran kaupunki.,0.6428571428571429
82,"""And if you lose people, you're going to lose customers.","""Ja jos menetät ihmisiä, aiot menettää asiakkaita.","”Jos se menettää työntekijöitä, se menettää myös asiakkaita.",0.2727272727272727
83,"Total trading in the stock exchange stood at EUR 469 million, of which Nokia accounted for EUR 67 million and Neste, which released news of its results this morning, made up EUR 59 million.","Pörssin kokonaiskauppa oli 469 miljoonaa euroa, josta Nokian osuus oli 67 miljoonaa euroa ja Neste, joka julkisti aamulla tuloksensa, tienasi 59 miljoonaa euroa.","Pörssin kokonaisvaihto ylsi 469 miljoonaan euroon, josta 67 miljoonaa oli Nokiaa ja 59 miljoonaa aamun tulosjulkistaja Nestettä.",0.5555555555555556
84,"The flight for the Made in America event counted toward the aircrew's training requirement for the month, an official said.","Lento Made in America -tapahtumaan laskettiin kohti miehistön koulutusvaatimusta kuukauden ajan, virkamies sanoi.",Erään virkailijan mukaan lennot Made in America -tapahtumaan kuuluivat miehistön kuukausittaiseen koulutuskiintiöön.,0.4
85,The local population is particularly enraged by tourists travelling on cruise ships.,Paikallista väestöä raivostuttavat erityisesti risteilyaluksilla matkustavat turistit.,Paikallisten raivo kohdistuu erityisesti risteilyalusten edustamaan turismin muotoon.,0.125
86,"The latest results of tests on asylum seekers in Sweden subjected to a new method of medically assessing their age show that over 80 percent tested were judged to be older than 18, but not everyone has faith in their accuracy.","Ruotsin turvapaikanhakijoita koskevien testien viimeisimmät tulokset, joiden perusteella heidän ikänsä arvioitiin lääketieteellisesti, osoittavat, että yli 80 prosenttia testatuista oli alle 18-vuotiaita, mutta kaikki eivät usko niiden oikeellisuuteen.","Ruotsin turvapaikanhakijoiden lääketieteellisten ikätestien uusimmat tulokset on julkistettu. Uudella arviointimenetelmällä toteutettujen testien tulokset paljastavat, että testatuista yli 80 prosentin määritettiin olevan yli 18-vuotiaita. Kaikki eivät kuitenkaan pidä testejä luotettavina.",0.4
87,"She has since asked to be reassigned from covering the government, concerned that her anger has hurt her objectivity.","Hän on sen jälkeen pyytänyt, että hänet erotetaan hallituksesta, ja hän on huolissaan siitä, että hänen vihansa on loukannut hänen objektiivisuuttaan.","Hän on sittemmin pyytänyt, että hänet siirretään pois hallitusta käsittelevistä jutuista, koska hän on huolissaan siitä, ettei pysty vihaltaan olemaan objektiivinen.",0.48148148148148145
88,"Paris Saint-Germain will not let up in their pursuit of Neymar after lodging a £189m offer to trigger his release clause, but did they warn Barcelona of the world-record raid three years ago?","Paris Saint-Germain ei anna periksi tavoitellessaan Neymaria sen jälkeen, kun hän teki 189 miljoonan punnan tarjouksen vapauttamislausekkeen laukaisemiseksi, mutta varoivatko he Barcelonaa kolmen vuoden takaisesta maailmanennätyksestä?",Paris Saint-Germain ei luovu Neymarin tavoittelusta maksettuaan 189 miljoonan punnan siirtosumman sopimuksen päättämisestä. Mutta varoittiko PSG Barcelonaa ennätyksellisestä siirrosta kolme vuotta sitten?,0.34615384615384615
89,"As the pair posed for photos, Lomachenko manager Egis Klimas noted that a potential showdown between the fighters would be ""perfect sizing.""","Kuten pari aiheuttaa kuvia, Lomachenko manager Egis Klimas totesi, että mahdollinen suihkutus välillä taistelijat olisi ""täydellinen sizing"".","Kun kaksikko poseerasi valokuvaajille, Lomatšenkon manageri Egis Klimas huomautti, että miesten välinen ottelu olisi ”kokojen suhteen täydellinen”.",0.35
90,Neymar signs five-year agreement with PSG,Neymar allekirjoittaa viisivuotisen sopimuksen PSG:n kanssa,Neymar solminut viiden vuoden sopimuksen PSG:n kanssa,0.625
91,FFP was conceived by Michel Platini after his election as UEFA president in 2007.,"FFP:n suunnitteli Michel Platini sen jälkeen, kun hänet valittiin Uefan puheenjohtajaksi vuonna 2007.",Reilun pelin taloussäännöt laadittiin UEFAn puheenjohtajaksi vuonna 2007 valitun ranskalaisen Michel Platinin aloitteesta.,0.3333333333333333
92,"Under an agreement with their late father, Colin - described by Paul as ""the major driving force and the dominant personality"" in the De Lutis family - owns about two-thirds of the company assets and Paul about one-third.","Edesmenneen isänsä kanssa tehdyn sopimuksen mukaan Colin - jota Paul kuvaili De Lutiksen perheen ""suureksi ajajaksi ja hallitsevaksi persoonaksi"" - omistaa noin kaksi kolmasosaa yhtiön omaisuudesta ja Paul noin kolmanneksen.",Perheen edesmenneen isän kanssa tehdyn sopimuksen mukaan Colin omistaa noin kaksi kolmasosaa ja Paul noin kolmasosan yhtiön varallisuudesta. Paul kuvaa isäänsä ”perheen kantavaksi voimaksi ja keskushahmoksi”.,0.6896551724137931
93,"The companies are trying to avoid repeating the mistakes of Volkswagen, which covered up its use of so-called defeat devices that could adjust emissions to comply with regulations when a car was being tested, but ease back in normal driving conditions.",Yhtiöt yrittävät välttää toistamasta Volkswagenin virheitä.,"Yhtiöt yrittävät välttää Volkswagenin virheet. Volkswagen asensi autoihin huijauslaitteita, jotka pienensivät päästöt säännösten mukaisiksi testeissä. Tavallisessa ajossa päästöt olivat suurempia.",0.25806451612903225
94,It maintained its forecast for growth of 1.8% in 2018.,"Se säilytti ennusteensa 1,8 prosentin kasvusta vuonna 2018.","Nyt se piti vuoden 2018 kasvuennusteensa 1,8 prosentissa.",0.4444444444444444
95,He's worth about $1.59 billion.,"Hän on arvoltaan noin 1,59 miljardia dollaria.","Hänen omaisuutensa arvo on noin 1,59 miljardia dollaria.",0.7
96,"""Yea,"" one of the other black cast members quipped.","""Yea"", eräs toinen musta heittäjä kuittasi.","”Niinpä”, toinen mustaihoinen näyttelijä vahvistaa.",0.16666666666666666
97,Jäppinen thinks that Itsensäpaljastelija draws a topical picture of young adults living in 100-year-old Finland.,"Jäppinen arvelee, että Itsensäpahoittaja piirtää ajankohtaisen kuvan 100-vuotiaassa Suomessa asuvista nuorista aikuisista.","Jäppinen uskoo, että Itsensäpaljastelija piirtää ajankohtaista kuvaa satavuotiaassa Suomessa elävistä nuorista aikuisista.",0.5333333333333333
98,"Tommi, his spouse Riina and their two small children were driving on the highway near Keimolanportti in Vantaa towards Hämeenlinna.","Tommi, hänen puolisonsa Riina ja heidän kaksi pientä lastaan ajoivat moottoritiellä Keimolanportin lähellä Vantaalla kohti Hämeenlinnan keskustaa.","Tommi, hänen avopuolisonsa Riina ja pariskunnan kaksi pientä lasta ajoivat moottoritiellä Keimolanportin kohdalla Vantaalla Hämeenlinnan suuntaan.",0.7222222222222222
99,"""I welled up at just the thumbprint on the side of a letter, written by a double agent in the 1700s who was working for the Jacobites,"" he says.","""I welled up juuri thumbprint puolella kirjeen, joka on kirjoittanut kaksinkertainen agentti 1700-luvulla, joka oli työskennellyt Jacobites"", hän sanoo.","”Liikutuin kyyneliin huomatessani kirjeessä peukalonjäljen. Kirjeen oli kirjoittanut jakobiiteille työskennellyt kaksoisagentti 1700-luvulla”, Rhodes kertoo.",0.4117647058823529
100,"The St. Louis-area rapper was live-tweeting the death of Michael Brown, an unarmed black 18-year-old killed by a white police officer in Ferguson, Mo.","St. Louisin alueen rappukäytävässä oli live-twiittaus Michael Brownin kuolemasta, aseeton musta 18-vuotias surmasi valkoisen poliisin Fergusonissa, Mo kertoo.","Käyttäjänimi kuuluu St. Louisissa asuvalle räppärille, joka twiittasi reaaliajassa Michael Brownin kuolemasta. Valkoinen poliisi oli ampunut aseettoman 18-vuotiaan mustaihoisen Brownin Fergusonissa Missourin osavaltiossa.",0.2413793103448276
101,She is meant to be carrying the torch of liberty from the United States to the rest of the world.,Hänen on tarkoitus kuljettaa vapauden torkkua Yhdysvalloista muualle maailmaan.,Hän vie vapauden soihtua Yhdysvalloista muualle maailmaan.,0.625
102,"Moreover, Ferrell's story reiterates and re-centers the role of black queer women in the broader Black Lives Matter movement.",Lisäksi Ferrellin tarina toistaa ja toistaa mustien queer-naisten roolia laajemmassa Black Lives Matter -liikkeessä.,Lisäksi Ferrellin tarina kertaa ja tuo uudelleen keskiöön mustien queer-naisten roolin laajemmassa Black Lives Matter -liikkeessä.,0.6842105263157895
103,Brooks is a 71-year-old former Georgia state congressman and lifelong civil rights activist.,Brooks on 71-vuotias entinen Georgian valtion kongressiedustaja ja elinikäinen kansalaisoikeusaktivisti.,Brooks on 71-vuotias kansalaisoikeusaktivisti ja entinen Georgian kongressiedustaja.,1.0
104,"Some of the stories in the collection use the castle as a jumping-off point to delve more broadly into English history, including The Labourer, which follows a man who leaves the newly built castle to join the 1381 Peasants' Revolt.","Jotkut tarinat kokoelma käyttää linna kuin hyppy-off kohta delve laajemmin osaksi Englanti historiaa, mukaan lukien The labourer, joka seuraa mies, joka lähtee äskettäin rakennettu linna liittyä 1381 Peasants ""Revolt.","Osa kirjan tarinoista etenee linnasta Englannin historiaan, kuten The Labourer. Se kertoo miehestä, joka liittyy pian linnan valmistumisen jälkeen Englannin talonpoikaiskapinaan vuonna 1381.",0.16666666666666666
105,"Alan K. Cubbage, the vice president for university relations, said in an emailed statement that Lathem is now on administrative leave and has been banned from entering Northwestern University campuses.","Yliopistojen suhteista vastaava varapuheenjohtaja Alan K. Cubbage sanoi emännöidyssä lausunnossaan, että Lahe on nyt hallintovapaalla ja häntä on kielletty saapumasta Northwestern-yliopiston leirintäalueelle.","Yliopiston yhteiskuntasuhteista vastaava vararehtori Alan K. Cubbage totesi sähköpostitse lähettämässään lausunnossa, että Lathem on nyt hallinnollisella vapaalla ja häneltä on kielletty pääsy Northwestern-yliopiston kampuksille.",0.3939393939393939
106,A little more than ten per cent thought that the most important factor would be to create better paying jobs for young people.,"Hieman yli kymmenen prosenttia oli sitä mieltä, että tärkein tekijä olisi parempien maksullisten työpaikkojen luominen nuorille.",Reilun kymmenenneksen mielestä tärkeintä olisi luoda nuorille paremmin palkattuja työpaikkoja.,0.3333333333333333
107,"It's a business model and opportunity that has the approval of venture capital investors, who have propped up both start-ups.","Se on liiketoimintamalli ja mahdollisuus, joka on hyväksynyt pääomasijoittajat, jotka ovat pönkittäneet molemmat startup-yrityksiä.",Se on pääomasijoittajien hyväksymä liiketoimintamalli ja mahdollisuus. Sekä Glintillä että Convercentilla on tukenaan pääomasijoittajia.,0.5294117647058824
108,Building system supplier Uponor completed its plant building and real estate acquisition in Hutchinson in the United States.,Rakennusjärjestelmätoimittaja Uponor sai valmiiksi tehtaan rakentamisen ja kiinteistöhankinnan Hutchinsonissa Yhdysvalloissa.,Talotekniikkayhtiö Uponor on saanut päätökseen tehdasrakennus- ja kiinteistöhankintansa Hutchinsonissa Yhdysvalloissa.,0.38461538461538464
109,Snowboarder Enni Rukajärvi finished second in big air in a World Cup competition in Colorado.,Snowboarder Enni Rukajärvi jäi toiseksi big airissa maailmancupin kilpailussa Coloradossa.,Lumilautailija Enni Rukajärvi on sijoittunut toiseksi big air -kisassa Yhdysvaltain Coloradossa.,0.5
110,Employees want to feel that they're accepted and valued and that they're giving their time to a company with a positive mission.,"Työntekijät haluavat tuntea, että heidät hyväksytään ja arvostetaan ja että he antavat aikaansa yritykselle, jolla on myönteinen tehtävä.","Työntekijät haluavat tuntea, että heidät hyväksytään ja heitä arvostetaan ja että he antavat aikaansa aidosti hyödylliselle yritykselle.",0.8260869565217391
111,"About 1,000 young Papuan men, women and children gathered on a soccer field in front of the local police station and military command center to demand justice.","Noin 1 000 nuorta Papuan miestä, naista ja lasta kerääntyi jalkapallokentälle paikallisen poliisiaseman ja sotilaskomentokeskuksen eteen vaatimaan oikeutta.",Noin tuhat papualaista – nuoria miehiä ja naisia sekä lapsia – kokoontui jalkapallokentälle paikallisen poliisiaseman ja armeijan komentokeskuksen eteen vaatimaan oikeutta.,0.5
112,The reason was my Finnish opponent.,Syynä oli suomalaisvastustaja.,Syy oli suomalaisen vastustajani.,0.25
113,"""The Peasants' Revolt started in that area and I thought, a riot is a good place to start.","""Peasants"" Revolt alkoi tuolla alueella ja ajattelin, mellakka on hyvä paikka aloittaa.","”Englannin talonpoikaiskapina alkoi samalla alueella, ja tuli mieleen, että kapina voi alkaa mellakasta.",0.23076923076923078
114,"Bringing horses, babies and an army of vans, they have returned after being kicked out only in May, undeterred by a moat dug by the council to prevent their incursions.","Hevosille, vauvoille ja pakettiautojen armeijalle he ovat palanneet sen jälkeen, kun heidät potkittiin ulos vasta toukokuussa.","Heidät ajettiin pois alueelta toukokuussa, mutta he onnistuivat ylittämään kunnan kulkuesteeksi kaivattaman vallihaudan. He toivat mukanaan lapsia, hevosia ja pakettiautojen armeijan.",0.25
